name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
SDGR,"Schrodinger, Inc.",NASDAQ,Packaged Software,29.23,25.52,22.8,21.46,19.26,16.92,15.28,15.54,26.63,23.8,31.14,28.32,6.48,5.89,1.72,3232984.4,1748612.3,51111938.0,37517060.0,1.02,-2.12,2186568523.0068407,49.06,7,90.3,11,154.17,28,97.84,8.78,28.2,3.87,1.64,52.8,0.751,35.04,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-11-11,False,True,3,">4x 50-MA, thin RVOL, large gap",EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:SDGR&interval=D,True,True,False
BAND,Bandwidth Inc.,NASDAQ,Packaged Software,59.13,52.9,50.34,50.45,52.12,55.67,43.14,35.91,53.33,51.7,62.46,56.52,7.87,7.64,4.52,1116699.5,858988.7333333333,50792004.0,43338129.0,1.16,-0.67,1902849999.3,26.27,26,13.1,139,247.82,6,95.73,1.76,17.45,1.88,1.31,57.7,0.325,33.41,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-10-29,False,False,5,thin RVOL,EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:BAND&interval=D,False,False,True
GPRO,"GoPro, Inc.",NASDAQ,Electronics/Appliances,1.31,1.33,1.24,1.03,0.9,0.94,0.93,1.04,1.3,1.2,1.35,1.25,13.69,11.63,0.15,26116758.3,65171855.36666667,85375131.0,67137656.0,0.6,0.79,245156974.1338583,107.28,1,81.38,17,95.52,65,94.73,3.91,5.61,0.77,0.66,39.4,1.01,32.39,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,"EMA, near21, ADR",7,https://www.tradingview.com/chart/?symbol=NASDAQ:GPRO&interval=D,True,True,False
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,Packaged Software,262.49,238.01,225.55,218.74,210.61,188.65,160.16,148.84,240.85,228.91,263.19,248.51,4.47,4.93,12.94,13574424.8,11404613.266666668,2993596936.0,2494591884.0,1.03,0.77,268772646821.3748,38.5,12,54.32,43,183.12,19,91.98,5.0,16.38,2.98,1.13,108.0,0.336,33.97,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,2026-12-01,False,False,4,"LoD>60% ATR, >4x 50-MA",EMA,5,https://www.tradingview.com/chart/?symbol=NASDAQ:CRWD&interval=D,True,False,True
DELL,Dell Technologies Inc.,NYSE,Computer Processing Hardware,549.83,554.55,521.04,501.27,469.82,411.97,330.67,278.81,549.89,525.84,570.72,542.23,5.44,5.82,32.02,9935530.799999997,8997568.1,4947132868.0,4510204963.0,0.84,1.84,349588918408.6958,25.47,28,32.64,76,213.96,9,90.69,2.92,5.53,0.78,0.89,23.7,0.346,50.15,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,2026-12-01,False,False,6,,near21,5,https://www.tradingview.com/chart/?symbol=NYSE:DELL&interval=D,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,37.68,34.01,33.59,33.23,30.88,26.63,23.15,22.11,35.04,33.71,40.0,37.42,5.49,5.59,2.11,2937728.0,2088618.8333333333,78699158.0,69410722.0,1.07,0.66,2815582858.5128074,14.84,66,93.73,9,154.94,27,87.84,3.94,12.17,2.11,1.22,12.3,0.268,31.57,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-11-09,False,False,5,thin RVOL,EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:FIVN&interval=D,False,True,False
RNG,"RingCentral, Inc.",NYSE,Packaged Software,79.23,73.91,72.28,70.04,62.78,51.94,47.28,42.55,75.04,71.89,81.9,78.52,4.29,4.23,3.35,1720941.2,1511059.2,119721220.0,105839623.0,1.41,-1.16,6616193626.405368,19.05,51,126.05,3,117.46,44,87.52,6.19,9.61,2.41,1.01,21.2,0.199,39.58,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,2026-11-09,False,False,4,">4x 50-MA, thin RVOL","EMA, RVOL",6,https://www.tradingview.com/chart/?symbol=NYSE:RNG&interval=D,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.87,2.67,2.63,2.6,2.54,2.19,1.88,1.82,2.74,2.65,3.0,2.84,5.55,5.79,0.17,29694472.100000035,23408652.600000005,67182833.0,60846891.0,0.72,-0.51,2561775267.710438,12.99,76,42.79,58,195.88,13,83.88,2.21,9.04,1.4,0.93,15.1,0.223,29.62,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-11-11,False,False,5,thin RVOL,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,18.57,17.18,15.81,15.5,14.56,12.71,11.75,12.92,17.3,16.25,18.96,18.33,5.65,5.23,0.97,8916653.5,6285019.833333333,116712818.0,97386382.0,0.69,0.13,7587473715.135849,28.25,22,96.09,6,123.73,42,82.69,5.27,17.49,2.73,0.65,24.7,0.425,29.24,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,2026-12-11,False,False,4,">4x 50-MA, thin RVOL","EMA, ADR",8,https://www.tradingview.com/chart/?symbol=NASDAQ:NTSK&interval=D,True,True,False
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,360.46,301.6,296.67,298.17,303.93,317.87,258.35,234.27,316.94,305.79,367.87,351.38,5.68,6.52,23.5,4479836.3,3847779.7,1386970671.0,1147274517.0,0.74,0.23,62534440350.97139,32.67,18,-14.7,285,224.74,8,80.9,2.85,21.5,2.74,0.7,38.6,0.386,23.19,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-10,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:ALAB&interval=D,True,False,True
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,112.94,113.15,113.67,115.16,109.68,91.17,73.77,68.87,113.63,113.39,118.79,112.04,4.74,4.67,5.28,2640762.2,1408932.4666666666,159124833.0,162258533.0,0.31,-0.15,12208632592.437769,-6.32,237,37.92,67,196.51,12,76.03,0.64,-0.64,0.09,1.28,17.0,0.084,39.66,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,2026-11-04,False,False,6,,"near21, BB",6,https://www.tradingview.com/chart/?symbol=NASDAQ:CORT&interval=D,False,False,True
GRAL,"GRAIL, Inc.",NASDAQ,Medical Specialties,108.52,83.5,81.97,78.96,75.41,69.66,63.84,72.33,88.1,82.72,112.58,104.0,4.88,5.99,6.5,1744716.6,989100.2,107337154.0,78100671.0,2.19,-1.13,4847179462.0,37.58,14,75.49,19,114.04,48,75.7,7.33,32.39,5.21,1.32,69.5,0.439,18.11,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-18,False,False,4,"LoD>60% ATR, >4x 50-MA","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:GRAL&interval=D,True,True,False
RBRK,"Rubrik, Inc.",NYSE,Information Technology Services,115.57,103.92,98.52,98.8,90.98,81.39,71.48,70.88,106.17,100.84,116.12,110.06,4.78,5.16,5.97,3715491.4,3709512.6666666665,428708379.0,366501088.0,0.8,0.53,23958173762.199158,16.19,61,61.02,30,147.1,32,74.77,5.23,17.31,2.83,1.02,92.3,0.375,28.59,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,2026-12-03,False,False,4,"LoD>60% ATR, >4x 50-MA",EMA,5,https://www.tradingview.com/chart/?symbol=NYSE:RBRK&interval=D,False,False,False
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,393.3,367.21,358.79,361.7,355.39,314.46,264.05,243.38,370.04,362.96,393.52,374.2,4.23,4.74,18.63,7298050.500000009,6498256.200000008,2555764163.0,2350417101.0,0.88,1.4,321719406290.574,10.46,87,36.09,70,166.55,22,71.03,2.25,9.62,1.77,1.04,102.5,0.235,31.48,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,2026-11-12,False,False,5,LoD>60% ATR,EMA,5,https://www.tradingview.com/chart/?symbol=NASDAQ:PANW&interval=D,False,False,True
INTC,Intel Corporation,NASDAQ,Semiconductors,122.6,108.43,101.04,99.29,98.04,107.74,90.0,78.36,111.29,104.99,124.25,119.44,4.02,5.12,6.28,119527195.9,104160345.93333334,12770058411.0,10342132828.0,0.71,0.0,648076533662.5511,37.97,13,-12.26,258,181.06,20,68.92,4.89,21.34,3.27,0.77,50.3,0.442,24.53,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-10-22,False,False,5,>4x 50-MA,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:INTC&interval=D,True,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1816.57,1680.53,1636.43,1613.14,1506.65,1610.16,1323.97,1092.52,1719.43,1653.49,1902.22,1803.67,5.25,6.41,116.5,9933129.4,12186101.066666666,22136905615.0,19657917540.0,0.76,0.44,265980379867.08237,21.58,43,-18.84,306,202.89,11,68.54,3.21,11.01,1.54,0.85,11.1,0.3,32.37,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-05,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:SNDK&interval=D,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,20.74,18.54,18.72,18.41,15.61,13.42,12.89,12.69,19.06,18.37,20.97,20.43,4.09,4.78,0.99,1878498.6,2233039.7,46313243.0,41101329.0,0.71,-1.92,1501333563.6864605,8.59,97,95.48,7,99.42,63,67.83,6.88,10.76,2.69,0.54,31.3,0.202,29.08,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,2026-11-11,False,False,4,">4x 50-MA, thin RVOL","EMA, ADR",8,https://www.tradingview.com/chart/?symbol=NASDAQ:OMER&interval=D,False,True,False
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,105.01,93.88,92.85,91.34,91.27,88.89,73.87,70.92,96.92,93.75,105.46,101.85,4.09,4.39,4.61,995415.7,647840.0666666667,68029685.0,59172092.0,1.29,-1.07,6019548326.325027,23.93,29,13.68,135,161.54,24,66.39,3.43,13.1,2.73,0.78,68.5,0.247,21.87,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,2026-11-05,False,False,4,"LoD>60% ATR, thin RVOL","EMA, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:XMTR&interval=D,False,False,False
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,62.33,59.22,56.52,56.21,53.27,47.6,39.67,35.51,59.49,57.4,63.36,61.3,5.79,5.55,3.46,24198634.1,23357259.400000025,1455857978.0,1312997194.0,0.58,1.97,82740874447.6736,17.6,59,29.58,84,150.62,30,65.94,3.06,10.27,1.55,0.6,29.8,0.265,38.04,True,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,2026-12-03,False,False,6,,"EMA, ADR",8,https://www.tradingview.com/chart/?symbol=NYSE:HPE&interval=D,False,False,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.88,51.33,50.71,52.56,54.01,56.4,44.74,38.53,52.51,52.18,56.15,53.43,4.46,6.18,3.33,1444105.0,1478929.3666666667,79684714.0,77732528.0,1.1,-1.27,2760956694.0933194,6.31,116,-21.3,323,209.66,10,64.89,-0.04,6.26,0.53,0.82,13.5,0.212,33.17,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-10-06,False,False,5,thin RVOL,"EMA, near21",6,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,True
NEO,"NeoGenomics, Inc.",NASDAQ,Medical/Nursing Services,18.36,18.76,18.23,17.62,16.59,13.85,12.07,12.08,18.73,18.15,19.08,18.27,4.22,4.37,0.8,2248814.9,1800683.4666666666,33060548.0,31733145.0,1.38,-1.06,2358808880.5124407,9.61,91,42.33,59,138.75,34,63.56,2.44,0.74,0.27,1.01,11.2,0.184,36.45,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,2026-11-10,False,False,5,thin RVOL,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:NEO&interval=D,False,False,False
ETON,"Eton Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,55.61,56.44,58.44,58.25,52.52,42.56,35.64,30.71,56.67,56.76,56.97,54.24,4.68,5.17,2.87,429908.8,609574.4666666667,33898436.0,35509846.0,1.03,-0.23,1589508175.1928535,-12.97,317,63.66,29,136.24,36,62.31,1.14,-4.85,0.39,0.95,47.7,0.161,49.87,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,near21,5,https://www.tradingview.com/chart/?symbol=NASDAQ:ETON&interval=D,False,False,False
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.13,64.36,61.44,61.57,64.41,69.7,56.35,49.96,65.48,63.6,71.92,67.46,4.98,5.75,3.98,699391.2,523560.0,36193703.0,32234542.0,0.48,-0.82,1671877043.9289234,18.9,52,-18.09,301,186.02,17,62.28,1.27,12.51,1.51,1.12,42.1,0.293,28.55,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,EMA,5,https://www.tradingview.com/chart/?symbol=NYSE:AMBQ&interval=D,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.81,9.04,8.78,8.22,7.4,6.68,6.84,7.44,9.23,8.69,10.27,9.74,5.83,6.25,0.61,10881559.1,9824199.76666669,96375400.0,80709076.0,0.89,-0.88,2130963443.1202347,21.71,42,106.53,5,54.49,127,60.91,5.21,11.67,2.06,0.87,12.2,0.285,24.08,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,2026-11-12,False,False,4,">4x 50-MA, thin RVOL",EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:SBET&interval=D,False,True,False
AYA,Aya Gold & Silver Inc.,NASDAQ,Precious Metals,28.19,28.13,28.34,27.81,25.31,22.16,20.39,19.3,28.47,27.92,29.66,27.88,4.98,6.19,1.75,1621779.9,1286561.2666666666,36268162.0,35783129.0,0.81,-2.44,4060379903.3678546,4.25,133,59.54,34,118.53,43,60.77,1.84,-0.52,0.16,1.02,17.8,0.151,32.06,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,2026-11-17,False,True,4,"thin RVOL, large gap",near21,5,https://www.tradingview.com/chart/?symbol=NASDAQ:AYA&interval=D,False,False,False
AMLX,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,30.6,32.55,33.54,32.91,27.73,21.57,19.46,17.96,32.56,32.29,33.02,30.53,5.17,6.02,1.84,1646519.8,3015228.7,92281074.0,99240725.0,1.15,-0.36,3841326781.1768184,-20.79,398,75.19,20,127.72,39,60.7,1.72,-8.76,0.87,1.35,4.1,0.186,50.91,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,near21,4,https://www.tradingview.com/chart/?symbol=NASDAQ:AMLX&interval=D,False,True,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,97.38,91.66,88.2,97.57,94.22,94.38,80.79,66.94,93.17,92.69,100.0,92.38,7.25,9.07,8.83,2497500.4,2724866.933333333,265347542.0,265869808.0,0.96,-0.63,3180386531.787674,1.69,155,-5.09,215,183.74,18,60.12,0.37,10.41,0.56,0.86,56.6,0.33,28.18,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-10-06,False,False,5,thin RVOL,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NASDAQ:AEHR&interval=D,False,False,True
NSIT,"Insight Enterprises, Inc.",NASDAQ,Information Technology Services,158.25,158.98,157.51,155.04,144.47,124.0,108.03,101.97,157.72,155.69,162.22,156.63,4.01,3.93,6.21,480542.3,329692.4666666667,52173833.0,51114036.0,0.83,0.49,4644455552.5056,8.09,102,38.61,64,129.88,38,58.86,2.43,0.47,0.42,0.9,26.1,0.093,36.02,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,2026-10-29,False,False,5,thin RVOL,"EMA, near21, BB",8,https://www.tradingview.com/chart/?symbol=NASDAQ:NSIT&interval=D,False,False,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,51.8,51.7,47.41,43.84,39.82,35.69,33.67,31.62,51.05,47.59,53.48,50.18,5.23,4.93,2.55,1340347.3,1079868.2666666666,55937176.0,47337465.0,0.92,1.02,5207485264.822559,32.51,19,94.15,8,49.75,140,58.81,6.1,9.27,1.79,1.29,63.5,0.406,38.77,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,2026-11-02,False,False,3,"LoD>60% ATR, >4x 50-MA, thin RVOL",EMA,5,https://www.tradingview.com/chart/?symbol=NYSE:CVI&interval=D,True,True,False
QLYS,"Qualys, Inc.",NASDAQ,Packaged Software,184.79,175.54,176.41,179.13,169.85,141.97,124.75,126.61,178.73,176.62,186.64,180.23,5.04,5.11,9.45,904944.7,690253.8,127552000.0,123642632.0,0.57,0.47,6392810530.82495,1.43,161,60.92,31,108.5,51,56.95,1.72,4.75,0.9,0.68,48.2,0.207,27.96,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,2026-11-04,False,False,5,thin RVOL,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NASDAQ:QLYS&interval=D,False,False,False
ILMN,"Illumina, Inc.",NASDAQ,Medical Specialties,255.38,229.36,222.58,216.51,207.47,184.73,165.0,157.85,235.0,224.63,256.17,247.0,4.08,4.1,10.46,5668930.2,3045962.1,777877801.0,659490900.0,0.41,0.54,38562381046.45324,18.24,57,43.28,56,107.63,53,56.38,5.64,14.73,3.34,0.88,80.1,0.275,28.0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,2026-10-29,False,False,4,"LoD>60% ATR, >4x 50-MA",EMA,6,https://www.tradingview.com/chart/?symbol=NASDAQ:ILMN&interval=D,False,False,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,169.33,167.61,154.97,147.52,139.07,142.79,124.64,113.26,167.57,157.75,174.5,165.01,6.09,6.7,11.34,3779461.2,3574499.6333333333,605270023.0,527306016.0,1.02,0.1,15802827834.292206,41.54,11,-0.1,191,127.56,40,56.34,3.25,9.27,1.1,0.84,38.1,0.442,32.1,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,2026-12-02,False,False,6,,"EMA, near21",8,https://www.tradingview.com/chart/?symbol=NASDAQ:SMTC&interval=D,True,False,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,260.9,239.89,231.17,231.0,218.04,225.94,186.67,160.86,244.34,235.49,264.97,256.22,4.14,5.4,14.08,18473322.8,22627764.466666665,5903583749.0,5227051305.0,0.71,0.0,228783203595.83774,13.82,72,-10.4,247,164.12,23,55.85,3.64,12.86,2.0,0.62,33.2,0.29,30.29,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-26,False,False,6,,EMA,7,https://www.tradingview.com/chart/?symbol=NASDAQ:MRVL&interval=D,False,False,True
HNGE,"Hinge Health, Inc.",NYSE,Packaged Software,92.28,92.83,92.03,90.71,86.89,76.36,64.93,59.55,93.07,91.63,94.28,89.75,4.33,4.49,4.14,2065417.3,1817635.5666666667,167731410.0,164872269.0,0.83,-0.55,7446481133.467871,4.37,131,30.17,83,130.7,37,55.08,1.38,0.28,0.16,1.09,61.1,0.094,36.06,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,2026-11-03,False,False,4,"LoD>60% ATR, thin RVOL","near21, BB",5,https://www.tradingview.com/chart/?symbol=NYSE:HNGE&interval=D,False,False,False
